features,weigths
ABCB1_mut,0.0
ABL2_mut,-0.6982546825750088
ACACA_mut,0.0
ACVR1B_mut,-0.0
ACVR2A_mut,0.26805169981626553
AFF4_mut,-0.0
AHCTF1_mut,-0.0
AHNAK_mut,0.0
AKAP9_mut,0.0
ALK_mut,-0.0
ANK3_mut,-0.0
APAF1_mut,0.0
APC_mut,-0.3064038517809815
AQR_mut,-2.190292211510867
ARAP3_mut,0.21602204107979997
ARFGAP3_mut,-0.0
ARFGEF1_mut,-0.0
ARFGEF2_mut,0.6362912101066603
ARHGAP29_mut,-0.11532821528860418
ARHGEF6_mut,-0.0
ARID1A_mut,0.0
ARID1B_mut,0.0
ARID2_mut,0.0
ARID4A_mut,0.0
ARID4B_mut,-0.0
ARID5B_mut,-0.0
ASH1L_mut,0.3982122043519893
ASPM_mut,-0.0
ASXL1_mut,-0.9976605705776344
ASXL2_mut,-0.0
ATM_mut,-0.0
ATR_mut,0.0
ATRX_mut,0.0
AXIN1_mut,0.0
AXIN2_mut,0.2388234568493096
B2M_mut,0.0
BAP1_mut,0.8203221551298213
BAZ2B_mut,0.0
BCLAF1_mut,0.1566716133633436
BCOR_mut,-0.0
BCR-ABL_mut,-1.2034576497724785
BLM_mut,0.0
BMPR2_mut,-0.0
BNC2_mut,-0.0
BPTF_mut,0.0
BRAF_mut,-1.9933010290297144
TP53_mut,0.6579256387706824
